Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out),Fed Rate,CPI,Consumer Confidence,Unemployment Rate
HCRSQ US,Hi-Crush Inc,219.938,-24.5,-64.9,-38.5,27.2807,17.0,1.038062264117647,463.77,2012-08-16,428337109,0.3,29987.0,19.00 - 21.00,Priced Below Range,Oil&Gas Services,Energy,Oil Field Mach&Equip,0.03002,0.132258064516129,230.233,74.3,8.1
JRI US,Nuveen Real Asset Income and Growth Fund,218.5,,,,0.0,20.0,-0.0025000000375,0.0,2012-04-26,67074Y105,,8510000.0,20.00 - 20.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,31.0487,0.1393333333333333,228.905,76.4,8.2
SXEEQ US,Southcross Energy Partners LLC,207.0,-7.1,-82.1,-67.3,13.5637,20.0,0.5875,271.27,2012-11-02,84130C100,0.2,,19.00 - 21.00,Priced Within Range,Pipelines,Energy,Pipelines,,0.1606666666666666,231.33,82.7,7.7
ETX US,Eaton Vance Municipal Income 2028 Term Trust,205.0,,,,0.0,20.0,0.005000000075,0.0,2013-03-26,27829U105,,2590000.0,20.00 - 20.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,23.7487,0.1435483870967742,232.794,78.6,7.5
FWMHQ US,Fairway Group Holdings Corp,204.068,2.7,-5.8,-12.3,27.8591,13.0,2.573964632307693,362.17,2013-04-17,30603D109,0.3,174556.0,10.00 - 12.00,Priced Above Range,Food,"Consumer, Non-cyclical",Food-Retail,0.583722,0.145,232.832,76.4,7.6
BLMN US,Bloomin' Brands Inc,202.331,-5.2,-3.2,-3.7,121.103,11.0,1.1652892718181818,1332.13,2012-08-08,94235108,2.6,91900000.0,13.00 - 15.00,Priced Below Range,Retail,"Consumer, Cyclical",Retail-Restaurants,108.168,0.132258064516129,230.233,74.3,8.1
NIQ US,Nuveen Intermediate Duration Quality Municipal Term Fund,196.324,,,,0.0,15.0,-0.0666666666666666,0.0,2013-02-08,670677103,,,15.00 - 15.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,,0.145,232.569,77.6,7.7
DKL US,Delek Logistics Partners LP,193.2,-7.8,15.1,7.7,11.9993,21.0,0.3061224392380952,251.99,2012-11-02,24664T103,4.3,12900000.0,19.00 - 21.00,Priced Within Range,Pipelines,Energy,Pipelines,23.9535,0.1606666666666666,231.33,82.7,7.7
FIVE US,Five Below Inc,187.981,8.9,6.5,6.1,53.9649,17.0,3.2871973376470587,917.4,2012-07-19,33829M101,7.8,61200000.0,15.00 - 17.00,Priced Within Range,Retail,"Consumer, Cyclical",Retail-Misc/Diversified,111.174,0.1564516129032258,229.97,72.3,8.2
ALDW US,Alon USA Partners LP,184.0,-16.2,-0.2,6.1,0.0,16.0,0.9375,0.0,2012-11-20,02052T109,1.2,,19.00 - 21.00,Priced Below Range,Oil&Gas,Energy,Oil Comp-Integrated,,0.1606666666666666,231.33,82.7,7.7
NXG US,NXG NextGen Infrastructure Inc,151.25,,,,0.0,25.0,0.0015999999644,0.0,2012-09-26,231647207,,954906.0,25.00 - 25.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,24.4605,0.1443333333333333,230.659,78.3,7.8
2306182D US,Guggenheim Credit Allocation Fund,150.0,,,,0.0,25.0,0.0,0.0,2013-06-26,40168G108,,725059.0,25.00 - 25.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,6.38608,0.0936666666666666,233.35,84.1,7.5
GIMO US,Gigamon Inc,147.488,40.0,15.9,-0.2,30.474,19.0,2.62326873,579.01,2013-06-12,37518B102,1.0,,18.00 - 20.00,Priced Within Range,Telecommunications,Communications,Networking Products,,0.0936666666666666,233.35,84.1,7.5
JMI US,JAVELIN Mortgage Investment Corp,145.0,,-2.1,-0.0269118,7.5001,20.0,-0.1,150.0,2012-10-03,47200B104,1.0,,20.00 - 20.00,Priced Within Range,REITS,Financial,REITS-Mortgage,,0.1583870967741935,231.024,82.6,7.8
PGZ US,Principal Real Estate Income Fund,144.8,,,,0.0,20.0,0.0,0.0,2013-06-26,74255X104,,2200000.0,20.00 - 20.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,32.8154,0.0936666666666666,233.35,84.1,7.5
LOCK US,LifeLock Inc,141.3,23.4,-8.6,2.9,86.3084,9.0,-0.7901234626666667,776.78,2012-10-03,53224V100,-0.0401488,,9.50 - 11.50,Priced Below Range,Commercial Services,"Consumer, Non-cyclical",Commercial Services,,0.1583870967741935,231.024,82.6,7.8
BLOX US,Infoblox Inc,138.0,17.0,-3.8,-3.0,45.1261,16.0,2.0703125,722.02,2012-04-20,45672H104,1.1,29800.0,12.00 - 14.00,Priced Above Range,Telecommunications,Communications,Networking Products,0.0530379,0.1393333333333333,228.905,76.4,8.2
CAPL US,CrossAmerica Partners LP,138.0,-6.5,0.4,1.7,8.425,20.0,0.0574999987999999,168.5,2012-10-25,22758A105,2.3,9400000.0,19.00 - 21.00,Priced Within Range,Oil&Gas Services,Energy,Oil-Field Services,24.6953,0.1583870967741935,231.024,82.6,7.8
FNWB US,First Northwest Bancorp,121.67,19.1,-9.5,-0.1,13.1004,10.0,2.179999924,131.004,2015-01-30,335834107,1.9,5570000.0,10.00 - 10.00,Priced Within Range,Banks,Financial,Commer Banks-Western US,59.0134,0.1148387096774193,239.811,98.1,5.7
SCM US,Stellus Capital Investment Corp,120.0,-1.0,43.7,4.8,10.8273,15.0,0.0355555574066666,162.41,2012-11-08,858568108,-1.1,3060000.0,15.00 - 15.00,Priced Within Range,Investment Companies,Financial,Investment Companies,11.1357,0.1606666666666666,231.33,82.7,7.7
1537336D US,Trulia LLC,117.3,75.2,-30.0,-11.6,27.2767,17.0,2.422145394705882,463.7,2012-09-20,897888103,0.3,,14.00 - 16.00,Priced Above Range,Internet,Communications,E-Commerce/Services,,0.1443333333333333,230.659,78.3,7.8
GMED US,Globus Medical Inc,115.0,60.6,4.0,1.9,62.5034,12.0,1.0416666666666667,750.04,2012-08-03,379577208,3.8,122000000.0,12.00 - 13.00,Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,106.383,0.132258064516129,230.233,74.3,8.1
NGVC US,Natural Grocers by Vitamin Cottage Inc,107.144,8.8,2.7,5.5,21.803,15.0,1.271111170666667,327.05,2012-07-25,63888U108,3.2,8740000.0,13.00 - 15.00,Priced Within Range,Food,"Consumer, Non-cyclical",Food-Retail,38.104,0.1564516129032258,229.97,72.3,8.2
QLYS US,Qualys Inc,104.536,9.5,28.5,19.4,31.1873,12.0,1.5,374.25,2012-09-28,74758T303,6.6,36700000.0,11.00 - 13.00,Priced Within Range,Computers,Technology,Computer Data Security,100.616,0.1443333333333333,230.659,78.3,7.8
WHF US,WhiteHorse Finance Inc,100.001,-10.1,11.6,1.5,14.9656,15.0,-0.4888888994666667,224.48,2012-12-05,96524V106,3.3,8110000.0,15.00 - 15.00,Priced Within Range,Investment Companies,Financial,Investment Companies,34.8976,0.164516129032258,231.725,72.9,7.9
HMST US,HomeStreet Inc,95.9264,-18.9,-190.6,-1.6,3.5846,44.0,0.2066115682727272,157.72,2012-02-10,43785V102,-2.4,19300000.0,43.00 - 45.00,Priced Within Range,Banks,Financial,Commer Banks-Western US,102.137,0.1037931034482758,228.034,75.3,8.3
2083506D US,OncoMed Pharmaceuticals Inc,93.84,16.4,-18.2,-9.2,27.7875,17.0,3.5224914552941176,472.39,2013-07-18,68234X102,-1.1,25835.0,14.00 - 16.00,Priced Above Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,0.0667742,0.0925806451612903,233.88,85.1,7.3
PHLT US,Performant Healthcare Inc,93.15,8.1,-8.0,-9.8,0.0,9.0,1.9753087366666664,0.0,2012-08-10,7.14E+109,0.0797161,73200000.0,12.00 - 14.00,Priced Below Range,Commercial Services,"Consumer, Non-cyclical",Commercial Services,93.46,0.132258064516129,230.233,74.3,8.1
ADNC US,Audience Inc,89.5934,-29.2,-64.9,-60.2,19.393,17.0,0.7266436182352942,329.68,2012-05-10,05070J102,-1.9,,14.00 - 16.00,Priced Above Range,Software,Technology,Communications Software,,0.1558064516129032,229.224,79.3,8.2
SSTK US,Shutterstock Inc,87.975,6.9,3.8,3.0,33.5133,17.0,1.612456714117647,569.73,2012-10-11,825690100,0.9,29100000.0,13.00 - 15.00,Priced Above Range,Internet,Communications,E-Commerce/Services,83.4085,0.1583870967741935,231.024,82.6,7.8
TSRO US,TESARO Inc,86.8077,284.9,-222.1,-92.8,27.1007,13.5,0.1042524002222222,365.86,2012-06-28,881569107,-7.4,,12.00 - 15.00,Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,,0.1616666666666666,229.623,73.2,8.2
ICPT US,Intercept Pharmaceuticals Inc,86.25,9.5,77.6,-12.9,15.7335,15.0,1.955555598,236.0,2012-10-11,45845P108,-0.7,6620000.0,13.00 - 15.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,15.8179,0.1583870967741935,231.024,82.6,7.8
NSLPQ US,New Source Energy Partners LP,85.0,226.8,-25.5,-93.3,5.395,20.0,-0.1274999976,107.9,2013-02-08,6.49E+113,3.3,,19.00 - 21.00,Priced Within Range,Oil&Gas,Energy,Oil&Gas Drilling,,0.145,232.569,77.6,7.7
KYTH US,Kythera Biopharmaceuticals LLC,80.0,,,-67.4,17.9656,16.0,1.48046875,287.45,2012-10-11,501570105,-2.6,,14.00 - 16.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,,0.1583870967741935,231.024,82.6,7.8
DRTX US,Durata Therapeutics Inc,77.625,,,-78.7,17.2404,9.0,0.0493827164222222,155.16,2012-07-19,26658A107,-2.4,,11.00 - 13.00,Priced Below Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,,0.1564516129032258,229.97,72.3,8.2
DFRG US,Del Frisco's Restaurant Group Inc,75.4,28.7,-20.1,-15.9,23.7947,13.0,0.0,309.33,2012-07-27,245077102,0.4,,14.00 - 16.00,Priced Below Range,Retail,"Consumer, Cyclical",Retail-Restaurants,,0.1564516129032258,229.97,72.3,8.2
EOPN US,E2open LLC,70.3125,-4.9,-35.1,-33.6,24.9288,15.0,-0.6222222009999999,373.93,2012-07-26,29788A104,-0.4,,15.00 - 17.00,Priced Within Range,Software,Technology,Enterprise Software/Serv,,0.1564516129032258,229.97,72.3,8.2
HGENQ US,Humanigen Inc,70.0,-30.0,-2813.4,-140.3,23.3851,8.0,0.0,187.08,2013-01-31,444863203,-0.8,946577.0,8.00 - 9.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,0.794908,0.1425806451612903,232.229,73.8,8.0
1863976D US,Envivio Inc,69.795,-3.8,-37.5,-14.5,26.6577,9.0,-0.629629612,239.92,2012-04-25,29413T106,-0.2,,,,Internet,Communications,Internet Connectiv Svcs,,0.1393333333333333,228.905,76.4,8.2
BFYT US,Benefytt Technologies LLC,66.7338,8.7,7.7,-4.6,4.7667,14.0,-0.1530612196428571,66.73,2013-02-08,08182C106,-3.4,3490000.0,14.00 - 16.00,Priced Within Range,Insurance,Financial,Life/Health Insurance,25.726,0.145,232.569,77.6,7.7
ENTA US,Enanta Pharmaceuticals Inc,64.4,-14.6,-171.5,-27.0,17.4366,14.0,1.6224489214285711,244.11,2013-03-21,29251M106,-3.7,21300000.0,14.00 - 16.00,Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,99.745,0.1435483870967742,232.794,78.6,7.5
LFT US,Lument Finance Trust Inc,60.4995,11.8,18.5,1.7,7.38925,15.0,-0.2222222169333333,110.84,2013-03-22,55025L108,0.5,15800000.0,15.00 - 15.00,Priced Within Range,REITS,Financial,REITS-Mortgage,30.2586,0.1435483870967742,232.794,78.6,7.5
HPTX US,Horizon Therapeutics LLC,57.5,169.1,-5.5,-0.5,16.592,10.0,0.1100000024,165.92,2012-07-26,44915N101,1.5,,11.00 - 13.00,Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Therapeutics,,0.1564516129032258,229.97,72.3,8.2
LAND US,Gladstone Land Corp,56.7035,-5.7,15.6,0.9,6.5302,15.0,0.0,97.95,2013-01-29,376549101,0.8,17700000.0,15.00 - 15.00,Priced Within Range,REITS,Financial,REITS-Diversified,48.8192,0.1425806451612903,232.229,73.8,8.0
RGLS US,Regulus Therapeutics Inc,51.75,,,-80.6,35.8179,4.0,1.25,143.27,2012-10-04,75915K309,-0.7,52300000.0,4.00 - 4.00,Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,78.9302,0.1583870967741935,231.024,82.6,7.8
MCBK US,Madison County Financial Inc,41.4,,45.8,0.8,0.0,10.0,4.890000153,0.0,2012-10-04,556777100,2.1,,10.00 - 10.00,Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Central US,,0.1583870967741935,231.024,82.6,7.8
CCAQU US,Committed Capital Acquisition Corp II,40.0,,,-0.5,8.0,5.0,0.2,40.0,2014-04-11,20262C203,-0.0090483,,5.00 - 5.00,Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,,0.0903333333333333,237.072,84.1,6.2
STML US,Stemline Therapeutics Inc,38.152,8543.3,-177.7,-46.0,7.4585,10.0,1.8,74.58,2013-01-29,85858C107,-1.6,6400000.0,10.00 - 12.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,12.193,0.1425806451612903,232.229,73.8,8.0
ORC US,Orchid Island Capital Inc,35.4,60.4,12.9,0.7,3.342,15.0,-0.0888888915333333,50.13,2013-02-14,68571X301,1.0,28800000.0,14.00 - 16.00,Priced Within Range,REITS,Financial,REITS-Mortgage,30.8499,0.145,232.569,77.6,7.7
ADMA US,ADMA Biologics Inc,28.4996,65.1,46.3,48.3,9.2239,8.5,0.0692041551411764,78.4,2013-10-17,899104,0.5,249000000.0,8.50 - 9.50,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,104.218,0.0870967741935483,234.921,73.2,7.2
IPDN US,Professional Diversity Network Inc,21.0,-12.5,-37.3,-35.1,6.31823,8.0,-0.515625,50.55,2013-03-05,74312Y400,-2.0,365710.0,10.00 - 12.00,Priced Below Range,Internet,Communications,E-Commerce/Services,17.5542,0.1435483870967742,232.794,78.6,7.5
MTGB US,Meetinghouse Bancorp Inc,6.613,,,,0.0,10.0,1.25,0.0,2012-11-16,58514H109,,,10.00 - 10.00,Priced Within Range,Banks,Financial,Cooperative Banks,,0.1606666666666666,231.33,82.7,7.7
ATOS US,Atossa Therapeutics Inc,4.0,,,-29.5,0.0,5.0,-0.8,0.0,2012-11-08,04962H506,-0.1,30800000.0,4.00 - 6.00,Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,23.8124,0.1606666666666666,231.33,82.7,7.7
MEILU US,Methes Energies International Ltd,2.8,35.4,-63.7,,6.553,5.0,-0.5599999903999999,32.77,2012-10-25,591517206,-0.6,,5.00 - 5.00,Priced Within Range,Chemicals,Basic Materials,Petrochemicals,,0.1583870967741935,231.024,82.6,7.8
PAGP US,Plains GP Holdings LP,2912.41,2.7,0.2,0.3,132.382,22.0,0.0,2912.4,2013-10-16,72651A207,12.6,182000000.0,22.00 - 25.00,Priced Within Range,Pipelines,Energy,Pipelines,92.2277,0.0870967741935483,234.921,73.2,7.2
HLT US,Hilton Worldwide Holdings Inc,2705.74,9.1,13.7,9.6,984.615,20.0,0.375,19692.3,2013-12-12,43300A203,8.1,266000000.0,18.00 - 21.00,Priced Within Range,Lodging,"Consumer, Cyclical",Hotels&Motels,110.896,0.0851612903225806,235.759,82.5,6.7
DSL US,DoubleLine Income Solutions Fund,2300.0,,,,0.0,25.0,0.0,0.0,2013-04-26,258622109,,23700000.0,25.00 - 25.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,20.7162,0.145,232.832,76.4,7.6
TWTR US,Twitter Inc,2093.0,36.6,-4.3,-0.7,555.197,26.0,2.795857943076923,14435.1,2013-11-07,90184L102,0.7,101000000.0,23.00 - 25.00,Priced Above Range,Internet,Communications,Internet Content-Entmnt,13.1415,0.0843333333333333,235.359,75.1,6.9
SC US,Santander Consumer USA Holdings Inc,2045.81,2.5,11.2,6.3,347.381,24.0,0.2083333333333333,8337.14,2014-01-23,80283M101,12.6,306000000.0,22.00 - 24.00,Priced Within Range,Diversified Finan Serv,Financial,Finance-Auto Loans,99.9314,0.0716129032258064,235.961,81.2,6.6
AR US,Antero Resources Corp,1802.41,-7.6,1.3,0.7,265.624,44.0,0.4137396811363636,11687.5,2013-10-10,03674X106,2.7,278000000.0,38.00 - 42.00,Priced Above Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,89.1838,0.0870967741935483,234.921,73.2,7.2
FPF US,First Trust Intermediate Duration Preferred & Income Fund,1517.5,,,,0.0,25.0,0.0,0.0,2013-05-24,33718W103,,15900000.0,25.00 - 25.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,26.0947,0.1090322580645161,232.996,84.5,7.5
CBA US,ClearBridge American Energy MLP Fund Inc,1207.5,,,,0.0,20.0,0.0,0.0,2013-06-26,184691103,,4860000.0,20.00 - 20.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,8.29403,0.0936666666666666,233.35,84.1,7.5
1469138D US,Envision Healthcare Holdings Inc,1110.9,23.8,2.6,2.0,174.083,23.0,0.4064272175652174,4003.91,2013-08-14,29413U103,1.3,,20.00 - 23.00,Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Phys Practice Mgmnt,,0.0829032258064516,234.336,82.1,7.2
HDS US,HD Supply Holdings Inc,1101.06,1.6,7.3,37.2,191.749,18.0,0.2037037081111111,3451.48,2013-06-27,40416M105,4.0,,22.00 - 25.00,Priced Below Range,Distribution/Wholesale,"Consumer, Cyclical",Distribution/Wholesale,,0.0936666666666666,233.35,84.1,7.5
IQV US,IQVIA Holdings Inc,1089.47,2.8,8.9,5.1,128.915,40.0,0.131875002375,5156.6,2013-05-09,46266C105,14.9,176000000.0,36.00 - 40.00,Priced Within Range,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,99.664,0.1090322580645161,232.996,84.5,7.5
1850242D US,EQT RE Merger Sub Inc,1050.0,40.7,-27.5,-1.6,133.524,21.0,0.2040816261428571,2804.0,2014-01-24,762760106,3.0,,,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,,0.0716129032258064,235.961,81.2,6.6
BRX US,Brixmor Property Group Inc,948.75,4.8,25.9,3.9,229.68,20.0,0.1,4593.6,2013-10-30,11120U105,2.0,334000000.0,19.00 - 21.00,Priced Within Range,REITS,Financial,REITS-Shopping Centers,109.274,0.0870967741935483,234.921,73.2,7.2
PAH LN,Element Solutions Inc,885.0,5.3,9.9,4.9,88.5295,10.0,0.05,885.29,,N.A.,1.5,,10.00 - 10.00,Priced Within Range,Chemicals,Basic Materials,Chemicals-Specialty,,,,,
PINC US,Premier Inc,874.12,0.7,8.8,-0.1,32.3748,27.0,0.5006858685185185,874.12,2013-09-26,74051N102,2.6,85500000.0,23.00 - 26.00,Priced Above Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Whsle Drug Dist,93.5965,0.08,234.7,77.5,7.2
ARMK US,Aramark,833.75,8.1,1.5,2.7,229.837,20.0,0.675,4596.74,2013-12-12,03852U106,2.7,305000000.0,20.00 - 23.00,Priced Within Range,Food Service,"Consumer, Cyclical",Food-Catering,115.176,0.0851612903225806,235.759,82.5,6.7
GMZ US,Goldman Sachs MLP Income Opportunities Fund,826.3,,,,0.0,20.0,0.0,0.0,2013-11-26,38147W202,,681870.0,20.00 - 20.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,10.6733,0.0843333333333333,235.359,75.1,6.9
AMH US,American Homes 4 Rent,811.763,6.4,23.8,3.1,184.857,16.0,-0.15625,2957.71,2013-08-01,02665T306,2.2,356000000.0,16.00 - 18.00,Priced Within Range,REITS,Financial,REITS-Apartments,96.3983,0.0829032258064516,234.336,82.1,7.2
XPRO US,Expro Group Holdings NV,759.0,13.2,3.0,2.3,153.524,22.0,0.9008264540909092,3377.53,2013-08-09,N.A.,1.4,126000000.0,19.00 - 21.00,Priced Above Range,Oil&Gas Services,Energy,Oil-Field Services,108.441,0.0829032258064516,234.336,82.1,7.2
CQH US,Cheniere Energy Partners LP Holdings LLC,720.0,,,47045.4,231.7,20.0,-0.19500000475,4634.0,2013-12-13,16411W108,-0.00944756,,19.00 - 21.00,Priced Within Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,,0.0851612903225806,235.759,82.5,6.7
EPEGQ US,EP Energy Corp,704.0,-23.7,-101.8,-23.9,243.875,20.0,-0.4800000190499999,4877.5,2014-01-17,268785102,0.9,1210000.0,23.00 - 27.00,Priced Below Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,0.474683,0.0716129032258064,235.961,81.2,6.6
STAY US,Extended Stay America Inc,649.75,-14.4,2.2,0.4,204.688,20.0,0.967500019,4093.76,2013-11-13,30224P200,1.2,,18.00 - 21.00,Priced Within Range,Lodging,"Consumer, Cyclical",Hotels&Motels,,0.0843333333333333,235.359,75.1,6.9
OUT US,Outfront Media Inc,644.0,0.5,14.1,4.7,123.0,28.0,0.1913265330357142,3444.0,2014-03-28,69007J304,1.8,196000000.0,26.00 - 28.00,Priced Within Range,REITS,Financial,REITS-Diversified,117.456,0.0780645161290322,236.625,80.0,6.7
COMM US,CommScope Holding Co Inc,625.248,-7.8,-7.5,-3.7,185.654,15.0,-0.0044444446759999,2784.81,2013-10-25,20337X109,1.2,212000000.0,18.00 - 21.00,Priced Below Range,Telecommunications,Communications,Telecommunication Equip,98.0185,0.0870967741935483,234.921,73.2,7.2
ENBL US,Enable Midstream Partners LP,575.0,-16.7,3.5,3.9,207.855,20.0,0.55,4157.1,2014-04-11,292480100,1.7,,19.00 - 21.00,Priced Within Range,Pipelines,Energy,Pipelines,,0.0903333333333333,237.072,84.1,6.2
CWEN/A US,Clearway Energy Inc,495.249,4.3,6.4,0.6,22.5113,22.0,1.0847107281818182,495.25,2013-07-17,18539C105,6.5,27700000.0,19.00 - 21.00,Priced Above Range,Electric,Utilities,Electric-Generation,80.1671,0.0925806451612903,233.88,85.1,7.3
QEPM US,Andeavor Midstream Partners LP,483.0,,40.5,9.8,29.705,21.0,0.2834467206666667,623.8,2013-08-09,74735R115,1.8,,19.00 - 21.00,Priced Within Range,Pipelines,Energy,Pipelines,,0.0829032258064516,234.336,82.1,7.2
MIE US,Cohen & Steers MLP Income and Energy Opportunity Fund Inc,480.0,,,,0.0,20.0,0.0,0.0,2013-03-26,19249B106,,4220000.0,20.00 - 20.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,16.1616,0.1435483870967742,232.794,78.6,7.5
MIK US,Michaels Cos Inc/The,472.223,3.9,5.6,7.0,203.104,17.0,0.0069204152529411,3452.77,2014-06-27,59408Q106,8.3,,17.00 - 19.00,Priced Within Range,Retail,"Consumer, Cyclical",Retail-Arts&Crafts,,0.0956666666666666,237.837,82.5,6.1
CDW US,CDW Corp/DE,454.538,-1.7,5.1,7.7,171.958,17.0,0.4740484462352942,2923.29,2013-06-27,12514G108,9.5,138000000.0,17.00 - 18.00,Priced Within Range,Internet,Communications,E-Services/Consulting,104.897,0.0936666666666666,233.35,84.1,7.5
RSPP US,RSP Permian Inc,448.5,132.4,28.3,4.6,72.5,19.5,0.1709401668717948,1413.75,2014-01-17,74978Q105,3.2,,19.00 - 21.00,Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,,0.0716129032258064,235.961,81.2,6.6
FPL US,First Trust New Opportunities MLP & Energy Fund,440.0,,,,0.0,20.0,0.0,0.0,2014-03-27,33739M100,,7720000.0,20.00 - 20.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,32.9187,0.0780645161290322,236.625,80.0,6.7
PSXP US,Phillips 66 Partners LP,434.442,10.4,64.1,10.2,37.6809,23.0,1.2665406104347827,866.66,2013-07-23,718549207,5.0,,19.00 - 21.00,Priced Above Range,Pipelines,Energy,Pipelines,,0.0925806451612903,233.88,85.1,7.3
OMF US,OneMain Holdings Inc,411.432,7.9,8.9,2.0,114.788,17.0,0.7820069370588235,1951.4,2013-10-16,68268W103,22.5,116000000.0,15.00 - 17.00,Priced Within Range,Diversified Finan Serv,Financial,Finance-Consumer Loans,97.6306,0.0870967741935483,234.921,73.2,7.2
PEGI US,Pattern Energy Group Inc,404.8,12.0,-5.7,-0.5,35.5283,22.0,0.2623967040454545,781.62,2013-09-27,70338P100,1.7,,19.00 - 21.00,Priced Above Range,Energy-Alternate Sources,Energy,Energy-Alternate Sources,,0.08,234.7,77.5,7.2
VLP US,Valero Energy Partners LP,396.75,-17.9,6.1,16.7,28.7899,23.0,0.9451795660869564,662.17,2013-12-11,91914J102,,,19.00 - 21.00,Priced Above Range,Pipelines,Energy,Pipelines,,0.0851612903225806,235.759,82.5,6.7
ESNT US,Essent Group Ltd,385.332,12.0,58.6,10.7,86.4946,17.0,1.3840830188235296,1470.41,2013-10-31,N.A.,8.1,108000000.0,13.50 - 15.50,Priced Above Range,Insurance,Financial,Reinsurance,104.744,0.0870967741935483,234.921,73.2,7.2
MEP US,Midcoast Energy Partners LP,382.95,-30.8,-5.0,-1.9,25.3851,18.0,-0.1820987595555555,456.93,2013-11-07,59564N103,5.0,,19.00 - 21.00,Priced Below Range,Pipelines,Energy,Pipelines,,0.0843333333333333,235.359,75.1,6.9
AMC US,AMC Entertainment Holdings Inc,378.949,-3.6,-7.6,-4.0,21.5533,18.0,0.2777777777777778,387.96,2013-12-18,00165C302,-0.1,166000000.0,18.00 - 20.00,Priced Within Range,Entertainment,"Consumer, Cyclical",Theaters,38.4333,0.0851612903225806,235.759,82.5,6.7
ATHL US,Athlon Energy Inc,362.756,90.5,19.7,5.5,82.1291,20.0,1.889999962,1642.58,2013-08-02,47477104,2.5,,18.00 - 20.00,Priced Within Range,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,,0.0829032258064516,234.336,82.1,7.2
HELIQ US,CHC Group Ltd,356.5,-19.0,-31.8,-66.1,80.5814,10.0,-0.2,805.81,2014-01-17,N.A.,-38.0,2498.0,12.00 - 14.00,Priced Below Range,Transportation,Industrial,Transport-Services,0.0914392,0.0716129032258064,235.961,81.2,6.6
NETI US,Eneti Inc,350.951,38.3,53.0,10.8,137.39,9.75,-0.2629848871794872,1339.55,2013-12-12,N.A.,1.6,,,,Energy-Alternate Sources,Energy,Energy-Alternate Sources,,0.0851612903225806,235.759,82.5,6.7
MNDT US,Mandiant Inc,349.0,20.9,189.5,27.4,119.746,20.0,4.0,2394.92,2013-09-20,562662106,0.2,37400000.0,15.00 - 17.00,Priced Above Range,Internet,Communications,Internet Security,15.9323,0.08,234.7,77.5,7.2
WNRL US,Western Refining Logistics LP,347.875,-14.5,1.9,12.6,24.8735,22.0,0.4338843172272728,547.22,2013-10-10,95931Q205,2.0,2059.0,19.00 - 21.00,Priced Above Range,Oil&Gas,Energy,Oil Refining&Marketing,0.00337412,0.0870967741935483,234.921,73.2,7.2
CEN US,Center Coast Brookfield MLP & Energy Infrastructure Fund,334.0,,,,0.0,20.0,0.0,0.0,2013-09-26,151461209,,1430000.0,20.00 - 20.00,Priced Within Range,Closed-end Funds,Financial,Closed-end Funds,29.0866,0.08,234.7,77.5,7.2
