Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
CUSXQ US,Continuityx Solutions Inc,0.15,,,,6.25,0,,0,3/23/12,21217T101,,,"0.05
 - 0.05
",,Computers,Technology,Computer Services,
IFIXQ US,Internal Fixation Systems Inc,0.1499,109.7,-1111,-216.9,2.794,0,,0,7/26/11,458853108,-0.3,,"2.00
 - 2.00
",,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
8271036Z US,SEA-Tiger Inc,0.14,,,,0,0,,0, ,N.A.,,,"0.10
 - 0.10
",,Software,Technology,Communications Software,
BOC US,Boston Omaha Corp,0.1117,12.4,-1.1,-0.1,1.869,0,,0, ,101044105,0.6,2.24E+07,"0.12
 - 0.12
",,Advertising,Communications,Advertising Sales,72.406
FLKM US,Flikmedia Inc,0.102,,,,15.1,0,,0,11/7/12,33943P105,-0.00576788,,"0.02
 - 0.02
",,Internet,Communications,E-Commerce/Services,
BRFH US,Barfresh Food Group Inc,0.1,31.8,-26.3,-69.5,0,0,,0,7/27/11,67532200,-0.1,6.93E+06,"0.05
 - 0.05
",,Beverages,"Consumer, Non-cyclical",Beverages-Non-alcoholic,43.8348
0399217Z US,Bauman Estate Planning Inc,0.1,,,,12,0,,0, ,N.A.,,,"0.05
 - 0.05
",,Commercial Services,"Consumer, Non-cyclical",Consulting Services,
TXSO US,Texas South Energy Inc,0.09,,,-35.4,8,0,,0,3/1/12,88269V102,0.00212112,,"0.03
 - 0.03
",,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
INLB US,Item 9 Labs Corp,0.075,-0.8,-143.1,-26.6,5.5,0,,0,11/3/11,46564C203,-0.0235588,9.53E+06,"0.03
 - 0.03
",,Household Products/Wares,"Consumer, Non-cyclical",Consumer Products-Misc,9.31024
ONVO US,Organovo Holdings Inc,0.05665,-70.5,-13459.6,-194.6,6.8025,0,,0,8/16/11,68620A302,-19.2,237422,"0.10
 - 0.10
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,16.3229
BSSP US,Reve Technologies Inc,0.05,,-400,,4.5,0,,0,9/28/11,70249107,,,"0.10
 - 0.10
",,Software,Technology,Applications Software,
0197218D US,Compass Energy Holdings Inc,0.0467,,,,36.445,0,,0, ,N.A.,,,"0.00
 - 0.00
",,Commercial Services,"Consumer, Non-cyclical",Inactive/Unknown,
ONTG US,American Housing REIT Inc,0.0456,,-27.6,-6.4,3.149,0,,0,8/10/12,682878103,3.9,,"0.10
 - 0.10
",,REITS,Financial,REITS-Single Tenant,
NSUB US,New York Sub Co,0.045,,,,15,0,,0,11/9/11,650057102,-7.08E-05,,"0.01
 - 0.01
",,Internet,Communications,Internet Content-Entmnt,
VIZC US,VizConnect Inc,0.04,-46,-1840.9,-1.48,14,0,,0,10/15/12,92856B206,-23.2,2.96E+08,"0.01
 - 0.01
",,Computers,Technology,Computer Services,5.59148
AFTN US,Awareness For Teens Inc,0.025,,,,2.25,0,,0,6/27/12,05454P104,,,"0.10
 - 0.10
",,Municipal,Government,Municipal-Education,
0407614Z US,New Day Financial Management Inc,0.0095,,,,2.9,0,,0, ,N.A.,,,"0.01
 - 0.01
",,Commercial Services,"Consumer, Non-cyclical",Consulting Services,
CTXR US,Citius Pharmaceuticals Inc,0.008,,,-37.3,18,0.001,62399.99609,0.02,10/18/11,17322U306,-4.1,735801,"0.00
 - 0.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,7.86084
ZTTO US,Zitto Inc,0.005024,,,-3884.1,3.57,0,,0,1/20/12,516811304,-35.5,,"0.01
 - 0.01
",,Mining,Basic Materials,Diversified Minerals,
ADLAX US,Aberdeen Emerging Markets Debt Local Currency Fund,0,,,,0,0,,0,4/8/11,3021649,,,"20.00
 - 20.00
",,Debt Fund,Funds,Emerging Market-Debt,
7587487Z US,First Trust Senior Loan Plus Fund,0,,,,0,0,,0, ,N.A.,,,"20.00
 - 20.00
",,Closed-end Funds,Financial,Closed-end Funds,
6942961Z US,ING Emerging Markets Local Bond Fund,0,,,,0,0,,0, ,N.A.,,,"20.00
 - 20.00
",,Closed-end Funds,Financial,Closed-end Funds,
1049842D CN,TEL NEXX Inc,0,,,,19.1456,0,,0, ,N.A.,,, ,,Semiconductors,Technology,Semiconductor Equipment,
SEMG US,SemGroup Corp,0,20.2,-1,-0.7,0,0,,0,3/12/10,81663A105,3.4,, ,,Pipelines,Energy,Pipelines,
3559815Z CN,Lulu Ltd,0,,,,0,0,,0, ,N.A.,,, ,,Internet,Communications,E-Commerce/Products,
3559799Z CN,NetMotion Wireless Inc,0,,,,0,0,,0, ,N.A.,,, ,,Software,Technology,Applications Software,
GLAS US,GlassHouse Technologies Inc,0,,,,0,0,,0,12/6/11,377216106,,, ,,Computers,Technology,Computers-Memory Devices,
PBFC US,Planet Beach Franchising Corp,0,,,,7.46392,0,,0, ,72703B104,,, ,,Leisure Time,"Consumer, Cyclical",Recreational Centers,
3606776Z US,Energy & Power Solutions Inc,0,-30.7,-123.7,,0,0,,0, ,N.A.,,, ,,Environmental Control,Industrial,Environ Consulting&Eng,
8272594Z US,Highland Premium Long/Short Equity Fund,0,,,,0,0,,0, ,N.A.,,,"20.00
 - 20.00
",,Closed-end Funds,Financial,Closed-end Funds,
1645863D US,PlainsCapital Corp,0,,8,1.5,0,0,,0, ,726631104,-4.5,, ,,Banks,Financial,Commer Banks-Central US,
SOHO US,Sotherly Hotels Inc,0,4.6,0.7,0.3,0,0,,0, ,83600C103,1.3,7.12E+06,"3.50
 - 4.00
",,REITS,Financial,REITS-Hotels,35.3813
NBP US,National Beef Inc,0,-6.8,2.6,,0,0,,0, ,63486R101,,, ,,Food,"Consumer, Non-cyclical",Food-Meat Products,
