Issuer Ticker,Issuer Name,Offer Size (M),Sales - 1 Yr Growth,Profit Margin,Return on Assets,Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Group,Industry Sector,Industry Subgroup,Instit Owner (% Shares Out)
PRCN US,Helomics Corp,80.5,,,,0,0,,0, ,N.A.,,, ,,Healthcare-Services,"Consumer, Non-cyclical",Medical Labs&Testing Srv,
ACNA US,Accoona Corp,80.5,,,,0,0,,0, ,N.A.,,, ,,Internet,Communications,Web Portals/ISP,
IDI/U US,Fluent Inc,80,-14.6,-11.5,-28.5,0,8,0.125,0,11/20/07,N.A.,-0.8,,"8.00
 - 8.00
",Priced Within Range,Advertising,Communications,Advertising Services,
SNCS US,Sonics Inc,80,,,,0,0,,0, ,83546T103,,, ,,Semiconductors,Technology,Electronic Compo-Semicon,
ICXT US,FLIR Detection Inc,80,,,-5.3,33.4719,16,-19.6875,535.55,11/8/07,44934T105,,,"17.00
 - 19.00
",Priced Below Range,Electronics,Industrial,Electronic Secur Devices,
ELXR US,Elixir Pharmaceuticals Inc,80,,,,18.7236,0,,0, ,28660Q104,,,"14.00
 - 16.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
ULEUQ US,Ultimate Escapes Inc,80,,-35,-17.6,0,8,-1.125,0,10/24/07,90385N204,-2.4,,"8.00
 - 8.00
",Priced Within Range,Leisure Time,"Consumer, Cyclical",Leisure&Rec/Games,
ZARS US,ZARS Pharma Inc,80,,,,16.3884,0,,0, ,98914Q200,,,"14.00
 - 16.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Therapeutics,
SXR/U US,Cherry Tree Acquisition Corp,80,,,,0,0,,0, ,164740201,,,"8.00
 - 8.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
CBNJ US,Cape Bancorp Inc,78.2,34.4,21.1,0.9,13.3135,10,0.5,133.13,2/1/08,139209100,1.6,,"10.00
 - 10.00
",Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Eastern US,
TGY/U US,Tremisis Energy Acquisition Corp II,77.8614,,,-1,0,8,-1.125,0,12/7/07,89472N200,0.0203151,,"8.00
 - 8.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
FABK US,First Advantage Bancorp,76.705,,16.2,0.8,0,10,11.69999981,0,11/30/07,31848L104,1.3,,"10.00
 - 10.00
",Priced Within Range,Banks,Financial,Commer Banks-Southern US,
RLNT US,Reliant Technologies LLC,75.2,,,,14.7908,0,,0, ,75953K302,,,"14.00
 - 16.00
",,Healthcare-Products,"Consumer, Non-cyclical",Medical Laser Systems,
VRX LN,Vectrix Corp,75.0035,676,-967.4,-88.3,259.364,52,-11.53846169,266.692, ,N.A.,-0.1,,"50.00
 - 60.00
",,Leisure Time,"Consumer, Cyclical",Motorcycle/Motor Scooter,
FOLD US,Amicus Therapeutics Inc,75,32.2,-10.6,-7.1,22.2344,15,-3.799999952,333.52,5/31/07,03152W109,-0.1,3.40E+08,"14.00
 - 16.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,113.133
2811989Z US,Initiate Systems Inc,75,,,,0,0,,0, ,N.A.,,, ,,Software,Technology,Data Processing/Mgmt,
1649723D US,Peplin Inc,75,,,,0,0,,0, ,713352102,,, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
0884532D US,Roche Sequencing Solutions Inc,75,,,,0,0,,0, ,65439Y109,,, ,,Commercial Services,"Consumer, Non-cyclical",Commercial Services,
ENSG US,Ensign Group Inc/The,73.6,14.2,6.9,6.7,21.0464,16,0.875,336.74,11/9/07,29358P101,6.1,5.72E+07,"18.00
 - 20.00
",Priced Below Range,Healthcare-Services,"Consumer, Non-cyclical",Medical-Nursing Homes,99.2383
MSRX US,MonoSol Rx Inc,72,,,,15.0294,0,,0,3/28/08,61022T102,,,"16.00
 - 18.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Drug Delivery Systems,
AEGR US,Aegerion Pharmaceuticals Inc,70,-5.7,-74,-43.4,18.6497,0,,0, ,7.67E+104,,,"12.00
 - 14.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
QURK US,Quark Pharmaceuticals Inc,70,95.8,-419.9,,18.2748,0,,0, ,747663508,-3,,"12.00
 - 14.00
",,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
BLEX US,Biolex Inc,70,,,,0,0,,0, ,09065K108,,, ,,Pharmaceuticals,"Consumer, Non-cyclical",Therapeutics,
SINT US,SiNtx Technologies Inc,69.75,9.9,-381.8,-88.9,15.3188,0,,0, ,829392703,-11.6,326861,"13.00
 - 15.00
",,Miscellaneous Manufactur,Industrial,Advanced Materials/Prd,12.9956
ACDQU US,Arcade Acquisition Corp,69,,,0.2,0,8,1.875,0,5/22/07,38798203,,,"8.00
 - 8.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
CLOT US,Concentric Medical Inc,69,,,,0,0,,0, ,N.A.,,, ,,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
2301602D US,MAP Pharmaceuticals LLC,69,,,-47.7,20.0224,12,11.25,240.27,10/5/07,56509R108,,,"14.00
 - 16.00
",Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
SIRT US,Sirtris Pharmaceuticals Inc,69,,,-34.6,28.6891,10,7.599999905,286.89,5/23/07,82968A105,,,"9.00
 - 11.00
",Priced Within Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
IAN/U US,Inter-Atlantic Financial Inc,68.8824,,,-0.4,0,8,0.625,0,10/3/07,45890H209,-0.00354511,,"8.00
 - 8.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
EPS CN,Epsilon Energy Ltd,68.3352,2.5,6.1,1.5,44.2416,4,1.25,181.589, ,294375209,,1.69E+07, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,76.7975
2362568D US,MEMSIC Inc,68.23,-6.3,-1.5,-5.3,23.4387,10,2.5,234.39,12/14/07,586264103,0.2,,"11.00
 - 13.00
",Priced Below Range,Electronics,Industrial,Electronic Measur Instr,
TSMA US,Transoma Medical Inc,67.4816,,,,18.0957,0,,0, ,89386A104,,,"14.00
 - 16.00
",,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Equipment,
VFSI US,Value Financial Services Inc,66.6667,,,,12.2019,0,,0, ,92039U402,,,"8.00
 - 10.00
",,Retail,"Consumer, Cyclical",Retail-Misc/Diversified,
1667717D US,DemandTec Inc,66,4.2,-16.5,-15.9,26.1885,11,-15.090909,288.07,8/9/07,24802R506,0.3,,"10.00
 - 12.00
",Priced Within Range,Software,Technology,Decision Support Softwar,
HIRE US,HireRight LLC,65.625,,,10.9,11.2219,15,-1.799999952,168.33,8/7/07,433538105,,,"15.00
 - 17.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Human Resources,
MAIN US,Main Street Capital Corp,64.5,8.1,93.9,10.6,8.82673,15,0,132.4,10/5/07,56035L104,-1,1.97E+07,"15.00
 - 15.00
",Priced Within Range,Investment Companies,Financial,Investment Companies,22.2642
3564888Q US,Iron Leaf Capital Corp,64,,,,4.0001,0,,0, ,46285A106,,,"14.00
 - 16.00
",,Private Equity,Financial,Venture Capital,
1447541D US,Archemix Corp,63,,,,18.6539,0,,0, ,N.A.,,,"12.00
 - 14.00
",,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
1576198D US,ArcSight LLC,61.7573,,,16.3,30.941,9,-2.444444418,278.47,2/14/08,39666102,,9386,"9.00
 - 11.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Computer Equip,0.0271181
VRTU US,Virtusa Corp,61.6,5.1,3.6,4.6,22.8269,14,-15.28571415,319.58,8/3/07,92827P102,2.6,,"14.00
 - 16.00
",Priced Within Range,Computers,Technology,Computer Services,
LABC US,Louisiana Bancorp Inc/Metaire LA,60.95,-3,23.1,0.8,0,10,9.5,0,7/10/07,54619P104,2.4,,"10.00
 - 10.00
",Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Southern US,
TITN US,Titan Machinery Inc,58.65,-2,-1.3,-1.9,12.2289,8.5,11.52941132,103.95,12/6/07,88830R101,3.1,2.20E+07,"7.50
 - 9.50
",Priced Within Range,Distribution/Wholesale,"Consumer, Cyclical",Distribution/Wholesale,95.2832
AIRV US,Ericsson Evdo Inc,58.1,,,-8.3,63.3696,7,2.428571463,443.59,7/20/07,00950V101,,,"8.00
 - 10.00
",Priced Below Range,Telecommunications,Communications,Wireless Equipment,
CCXI US,ChemoCentryx Inc,57.5,-50.3,-408.8,-30,0,0,,0, ,16383L106,-1,7734, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,0.0107537
1878384D US,Anacor Pharmaceuticals Inc,57.5,298.1,-74.3,-34,0,0,,0, ,32420101,-1.2,, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
TARG US,Targanta Therapeutics Corp,57.5,,,-115.4,20.9692,10,-6,209.69,10/10/07,87612C100,-7.8,,"12.00
 - 14.00
",Priced Below Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
LIMC US,Limco-Piedmont Inc,55.66,,,2,13.425,11,20.90909004,147.68,7/19/07,53261T109,,,"9.50
 - 11.50
",Priced Within Range,Aerospace/Defense,Industrial,Aerospace/Defense-Equip,
1553838D US,Entropic Communications Inc,55.2,-26.1,-51.2,-32.8,67.6148,6,23.33333397,405.69,12/6/07,29384R105,-0.2,,"6.00
 - 8.00
",Priced Within Range,Semiconductors,Technology,Electronic Compo-Semicon,
CAELU US,National American University Holdings Inc,53.0104,,-39.3,,0,8,0.125,0,11/30/07,132863127,-0.1,,"8.00
 - 8.00
",Priced Within Range,Commercial Services,"Consumer, Non-cyclical",Schools,
HLCSQ US,Helicos BioSciences Corp,52.173,-26.5,-180.3,-121.5,20.917,9,-5.888888836,188.253,5/24/07,42326R109,-0.010823,,"10.00
 - 11.00
",Priced Below Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Instruments,
MAKO US,MAKO Surgical Corp,51,21.5,-31.6,-44.8,18.4383,10,-8.199999809,184.38,2/14/08,560879108,-0.6,,"10.00
 - 11.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Instruments,
RTHM LN,Rhythmone PLC,50.6095,,21.4,-2.5,277.471,45,40,246.602, ,N.A.,1.1,5.01E+07,"34.00
 - 45.00
",,Internet,Communications,Web Portals/ISP,63.7451
NSAQU US,North Shore Acquisition Corp,50.4,,,-1.5,0,8,-1.25,0,12/4/07,662316207,0.0115251,,"8.00
 - 8.00
",Priced Within Range,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
TYR LN,TyraTech Inc,50.0625,-83.5,900.9,183.2,22,500,1,217.976, ,N.A.,-0.00176495,1.19E+07, ,,Chemicals,Basic Materials,Agricultural Chemicals,7.34977
8164077Q US,Aprimo Inc,50,,,,0,0,,0, ,03833Y102,,, ,,Software,Technology,Enterprise Software/Serv,
ARYX US,ARYx Therapeutics Inc,50,,,-145.1,17.5366,10,-19,175.37,11/7/07,43387109,-1.2,25000,"10.00
 - 10.00
",Priced Within Range,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,0.0747117
FCOM LN,First Communications Inc,50,13,8.1,7.9,0,5,0,0, ,N.A.,,, ,,Telecommunications,Communications,Telecom Services,
2299888Z LN,Akrion Inc,50,,,,0,0,,0, ,00972Y109,,, ,,Semiconductors,Technology,Electronic Compo-Semicon,
PMII US,Power Medical Interventions Inc,48.7025,15.1,-470.4,-120.7,17.1069,11,7.181818008,188.18,10/26/07,739299105,-1.6,,"12.00
 - 14.00
",Priced Below Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Instruments,
INET US,Autodata Solutions Group LLC,48,-4.1,12.4,3.7,38.7429,8,0,309.94,11/16/07,460608102,0.8,,"8.00
 - 8.00
",Priced Within Range,Internet,Communications,Internet Content-Info/Ne,
EBTX US,Encore Bancshares Inc,47.575,,,,10.0873,21,6.809523582,211.83,7/18/07,29255V201,,,"20.00
 - 22.00
",Priced Within Range,Banks,Financial,Commer Banks-Central US,
ITLN US,Intellon Corp,45,44,1.2,1.8,29.9452,6,12.5,179.67,12/14/07,45816W504,-0.00213834,,"6.00
 - 7.00
",Priced Within Range,Semiconductors,Technology,Semicon Compo-Intg Circu,
BGMD US,BG Medicine Inc,45,-43.8,-338.6,-144,19.0452,0,,0, ,08861T206,-0.3,21,"8.00
 - 10.00
",,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Kits,0.000184626
NGSX US,NeurogesX Inc,44,39.1,-430.7,-88.1,12.4879,11,-6.818181992,137.37,5/2/07,641252101,-1.9,108121,"13.00
 - 15.00
",Priced Below Range,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,0.324365
9990616D US,ReShape Lifesciences Inc/CA,43.9188,-25.1,-191.4,-48.8,16.7989,8,0,134.39,11/15/07,761123603,-1.2,5.65E+06,"8.00
 - 9.00
",Priced Within Range,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,91.543
SDBT US,SoundBite Communications Inc,43.4562,15.4,-3.7,-7.1,14.9938,8,0.25,119.95,11/1/07,836091108,0.0313963,,"8.00
 - 8.00
",Priced Within Range,Software,Technology,Communications Software,
TULY US,TC Global Inc,42,,,,8.97905,0,,0, ,899432405,,,"10.00
 - 12.00
",,Retail,"Consumer, Cyclical",Retail-Restaurants,
AINC LN,Applied Intellectual Capital Ltd,39.3993,15.7,-1216.9,-88.8,42.2685,95,5.789473534,79.312, ,N.A.,-0.3,, ,,Electronics,Industrial,Electronic Parts Distrib,
UIHCU US,American Coastal Insurance Cor,37.869,3.5,25.5,6.6,0,8,0,0,10/5/07,910710201,5,,"8.00
 - 8.00
",Priced Within Range,Insurance,Financial,Property/Casualty Ins,
GSIT US,GSI Technology Inc,35.3711,-26.6,-92.2,-27.3,27.5339,5.5,-3.818181753,151.44,3/29/07,36241U106,-0.6,3.82E+06,"6.50
 - 8.00
",Priced Below Range,Semiconductors,Technology,Electronic Compo-Semicon,14.9119
DCTI US,Consonus Technologies Inc,30,,,,6.34134,0,,0, ,21030W109,,,"8.00
 - 10.00
",,Computers,Technology,Computer Services,
CBAY LN,MModal Inc,25.3222,,,13.2,65.0024,89,6.179775238,114.148, ,N.A.,,, ,,Software,Technology,Medical Information Sys,
HCCI US,Heritage-Crystal Clean Inc,25.3127,37.6,11.9,10.9,10.7354,11.5,23.39130402,123.46,3/12/08,42726M106,3.9,2734,"10.50
 - 12.50
",Priced Within Range,Environmental Control,Industrial,Hazardous Waste Disposal,0.0112313
1027349Z US,Lumax Acquisition Corp,25,,,,0,0,,0, ,N.A.,,,"8.00
 - 8.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
RCR US,RMR Dividend Capture Fund,25,,,,0,20,0,0,12/19/07,76970L109,,, ,,Closed-end Funds,Financial,Closed-end Funds,
899735Z US,Highpoint Acquisition Corp,25,,,,0,0,,0,12/31/07,43113S201,,,"6.00
 - 6.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
AXLP US,Abraxas Energy Partners LP,24,,,,15.4622,0,,0, ,3827102,,,"4.00
 - 6.00
",,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
0560257D US,CampusU Inc,22.75,,,,10.9723,0,,0, ,13466X107,,,"5.50
 - 6.50
",,Internet,Communications,E-Commerce/Products,
NBY US,NovaBay Pharmaceuticals Inc,21.738,-6.4,-73.8,-115.9,21.1378,4,-9.5,84.55,10/26/07,66987P409,-1.5,1.23E+06,"4.00
 - 6.00
",Priced Within Range,Distribution/Wholesale,"Consumer, Cyclical",Distribution/Wholesale,21.1986
MEDG LN,Aevi Genomic Medicine Inc,21.5566,,-1563.1,-184.3,0,10,10,0, ,N.A.,-0.7,, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
CAZ CN,Caza Oil & Gas Inc,20.376,-22.1,-24.1,-4.9,0,0.8,-50,0, ,149801102,7.67,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
DIL NZ,Diligent Corp/Old,17.9928,19.5,8.1,,104,1,-10,77.9688, ,N.A.,0.1,4.19E+07, ,,Internet,Communications,Internet Applic Sftwr,47.2835
NITRU US,NitroSecurity LLC,17.5,,,,0,0,,0, ,65480X208,,,"8.00
 - 10.00
",,Software,Technology,Computer Software,
HIP LN,HipCricket Inc/Old,17.2748,,,,28.7292,262,3.054634333,155.027, ,N.A.,,, ,,Advertising,Communications,Direct Marketing,
AOI LN,Ascendx Spine Inc,15.7144,,-12972.4,-75.9,8.4,344,2.470930338,57.7371, ,N.A.,0.1,, ,,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
SEGI US,Sycamore Entertainment Group Inc,15,,,,10.0079,5,N/A,50.04,7/26/07,871156105,,,"5.00
 - 5.00
",Priced Within Range,Entertainment,"Consumer, Cyclical",Motion Pictures&Services,
EYT US,Gluiford Holdings Inc,13.2,,,,7.77722,0,,0, ,3.02E+209,,,"5.00
 - 5.50
",,Healthcare-Products,"Consumer, Non-cyclical",Diagnostic Equipment,
LPSB US,LaPorte Bancorp Inc,12.9922,5.9,24.1,0.8,0,10,-8.100000381,0,10/15/07,516651106,0.7,5.58E+06,"10.00
 - 10.00
",Priced Within Range,Savings&Loans,Financial,S&L/Thrifts-Central US,100
CTA/U US,New Asia Partners China Corp,12.25,,,,0,0,,0, ,140518200,,,"7.00
 - 7.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
2291834Z US,Syngence Corp,12,,,,0,0,,0, ,N.A.,,,"5.00
 - 6.00
",,Software,Technology,Data Processing/Mgmt,
LSI LN,Lifeline Scientific Inc,11.0009,11.8,31.2,39,15.7213,150,1.666666627,46.4823, ,N.A.,0.4,, ,,Healthcare-Products,"Consumer, Non-cyclical",Medical Products,
974072Z CN,Scandium International Mining Corp,9.9418,,,-24.3,0,1,,0, ,38116H202,,, ,,Mining,Basic Materials,Non-Ferrous Metals,
IGGYU US,Iggys House Inc,8.4,,-1207.9,,0,0,,0, ,N.A.,,,"6.00
 - 6.00
",,Internet,Communications,E-Commerce/Services,
GIGIQ US,Gulfstream International Group Inc,7.36,,,-81.6,2.9595,8,-7.5,23.68,12/14/07,402738108,,,"8.00
 - 10.00
",Priced Within Range,Airlines,"Consumer, Cyclical",Airlines,
HFFIU US,U-Swirl Inc,5.1,35.6,-4.1,1.7,0,5.1,2.941178322,0,3/19/08,42223Y306,,,"5.00
 - 6.00
",Priced Within Range,Retail,"Consumer, Cyclical",Retail-Restaurants,
HTL CN,Hamilton Thorne Ltd,1.66341,15.5,-0.9,-2,22.2,0.1,100,2.07459, ,407891100,0.0270299,1.87E+07, ,,Healthcare-Products,"Consumer, Non-cyclical",Medical Laser Systems,12.2961
IVQ/U CN,Invesque Inc,1.44825,-12.9,-21.5,-4.9,12.5,0.2,31.08908653,2.41375, ,46136U103,0.1,7.33E+08, ,,Real Estate,Financial,Real Estate Oper/Develop,80.1379
944635Z US,Van Kampen Global Credit Opportunities Fund,1,,,,0,0,,0, ,N.A.,,,"20.00
 - 20.00
",,Closed-end Funds,Financial,Closed-end Funds,
2320711D CN,BlueScout Technologies Ltd,0.69024,94.6,-2338.7,-100.2,7.05,0.2,2.499998569,1.21655, ,N.A.,-2.9,7965, ,,Commercial Services,"Consumer, Non-cyclical",Inactive/Unknown,0.0891618
BTI/H CN,Bioasis Technologies Inc,0.53862,N/A,-7846.5,-120.6,5.40167,0.15,66.66665649,0.727137, ,09064N103,-0.0402141,, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,
MSVN CN,ManifestSeven Holdings Corp,0.47105,,,,9,0.1,105,0.84789, ,563259100,-0.0428068,, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,
AR CN,Argonaut Gold Inc,0.4707,-4,10.2,-27.1,7.5,0.1,200,0.70605, ,04016A101,0.0159019,, ,,Mining,Basic Materials,Gold Mining,
AVD/H CN,Avidus Management Group Inc,0.30423,141,N/A,-71.9,2.6,0.2,24.99999809,0.527332, ,53677100,-0.0136783,, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Whsle Drug Dist,
NXT/H CN,Natcore Technology Inc,0.30072,,,-303,4.03167,0.15,66.66665649,0.60144, ,63228P108,-0.0217587,, ,,Energy-Alternate Sources,Energy,Energy-Alternate Sources,
NNN/H CN,NiMin Energy Corp,0.28437,73.2,-13.2,63.2,3.2,0.25,120,0.75832, ,65440N100,-0.0106421,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
0353659D CN,PBS Coals Ltd,0.23525,,,,3.25,0.2,59.99999619,0.61165, ,70455C106,,, ,,Coal,Energy,Coal,
LXG/H CN,Lexagene Holdings Inc,0.23172,29.5,-14101,-186,4.8,0.1,170,0.46344, ,52886L103,-0.0804021,345000, ,,Biotechnology,"Consumer, Non-cyclical",Medical-Biomedical/Gene,0.245132
VTM/H CN,Ventura Cannabis & Wellness Corp,0.228781,-55.8,-16.2,-12.7,4.3,0.1,,0.427721, ,91915N102,,, ,,Healthcare-Services,"Consumer, Non-cyclical",Phys Therapy/Rehab Cntrs,
JUSH CN,Jushi Holdings Inc,0.21416,-4.4,-18.9,-10.7,4.5,0.1,39.99999619,0.48186, ,48213Y107,0.1,5.14E+07, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,26.1386
1085291D CN,Acro Energy Technologies Corp,0.19994,,-13.9,-117.6,16.1,0.1,400,1.60952, ,03959V106,-0.0530647,, ,,Commercial Services,"Consumer, Non-cyclical",Building-Maint&Service,
UGE/H CN,Underground Energy Corp,0.1862,,-4137.7,-58.8,4,0.1,24.99999809,0.3724, ,N.A.,-0.0392562,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
2510772D CN,Gold X Mining Corp,0.17266,,,-42.6,4,0.1,630,0.34532, ,38076C102,-0.1,, ,,Mining,Basic Materials,Gold Mining,
9864891Z US,Madison Acquisition Ventures Inc,0.042,,,,3.21,0,,0, ,N.A.,,,"0.20
 - 0.20
",,Investment Companies,Financial,Investment Companies,
DAR US,Darling Ingredients Inc,0,-15.8,4.8,2.6,0,0,,0,10/24/07,237266101,5.2,1.83E+08, ,,Agriculture,"Consumer, Non-cyclical",Pastoral&Agricultural,115.482
DAL US,Delta Air Lines Inc,0,6.1,5.6,4.8,0,0,,0,4/25/07,247361702,12.5,5.55E+08, ,,Airlines,"Consumer, Cyclical",Airlines,84.9676
1027545Z US,Nuveen Multi-Currency Income Fund,0,,,,0,0,,0, ,N.A.,,,"20.00
 - 20.00
",,Closed-end Funds,Financial,Closed-end Funds,
KKR US,KKR & Co Inc,0,37.7,10.3,0.9,0,0,,0,7/3/07,48251W104,7.5,6.04E+08, ,,Private Equity,Financial,Private Equity,68.027
2550998D US,Stone Harbor Local Markets Income Fund,0,,,,0,0,,0, ,N.A.,,,"25.00
 - 25.00
",,Equity Fund,Funds,Aggressive Growth,
VNBK US,Venture Financial Group Inc,0,,,,0,0,,0, ,92327R103,,,"21.00
 - 23.00
",,Banks,Financial,Commer Banks-Western US,
ORIT US,Oritani Financial Corp,0,2.6,49.1,1.2,0,0,,0,1/24/07,68633D103,1.3,, ,,Savings&Loans,Financial,S&L/Thrifts-Eastern US,
905877Z US,Noninvasive Medical Technologies Inc,0,,,,0,0,,0, ,N.A.,,, ,,Healthcare-Products,"Consumer, Non-cyclical",Patient Monitoring Equip,
2285726Z CN,Hollywood America Cinemas Inc,0,,,,0,0,,0, ,436124101,,, ,,Entertainment,"Consumer, Cyclical",Theaters,
BWO US,Big West Oil Partners LP,0,,,,9.34375,0,,0, ,N.A.,,, ,,Oil&Gas,Energy,Oil Refining&Marketing,
HKE US,HK Energy Partners LP,0,,,,15.154,0,,0, ,N.A.,,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
1766359D US,EXCO Partners LP,0,,,,147,0,,0, ,30150B100,,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
3403701Q US,Resolute Energy Partners LP,0,,,,20.4013,0,,0, ,N.A.,,, ,,Oil&Gas,Energy,Oil Comp-Explor&Prodtn,
ANVGQ US,Hycroft Mining Corp,0,15.8,-167.1,-84.2,0,0,,0,5/10/07,19344100,0.00785536,49180, ,,Mining,Basic Materials,Gold Mining,0.038972
NIA US,NiSource Energy Partners LP,0,,,,0,0,,0, ,N.A.,,, ,,Pipelines,Energy,Pipelines,
FNS/U US,FIG Acquisition Corp,0,,,,31.25,0,,0, ,30247L202,,,"10.00
 - 10.00
",,Holding Companies-Divers,Diversified,Specified Purpose Acquis,
AKRXQ US,Akorn Inc,0,-1.6,-33.2,-29.6,0,0,,0,11/24/07,9728106,-0.2,307851, ,,Pharmaceuticals,"Consumer, Non-cyclical",Medical-Drugs,0.23076
900347Z LN,Medivance Inc,0,,,,0,0,,0, ,58501A109,,, ,,Healthcare-Products,"Consumer, Non-cyclical",Medical Instruments,
960900Z LN,Pentadyne Power Corp,0,,,,0,0,,0, ,N.A.,,, ,,Electrical Compo&Equip,Industrial,Power Conv/Supply Equip,
1853725D CN,Mood Media Corp/CA,0,-2,-12.4,-9.3,0,0,,0, ,61534J105,0.1,, ,,Entertainment,"Consumer, Cyclical",Music,
